3月7日現在,,,,
銘柄コード,銘柄名,上場グループ種別,売買単位,貸借区分
2046,インドブルＥＴＮ,外国投信受益証券,1,制度信用銘柄
2047,インドベアＥＴＮ,外国投信受益証券,1,制度信用銘柄
2048,高配株＄ヘッジＥＴＮ,外国投信受益証券,1,制度信用銘柄
2049,ＶＩＸベアＥＴＮ,外国投信受益証券,1,制度信用銘柄
2053,中部飼料,市場第一部（内国株）,100,貸借銘柄
2055,日和産業,市場第二部（内国株）,1000,貸借銘柄
2060,フィード・ワン,市場第一部（内国株）,100,貸借銘柄
2107,洋糖,市場第一部（内国株）,1000,制度信用銘柄
2108,甜菜糖,市場第一部（内国株）,1000,貸借銘柄
2109,三井製糖,市場第一部（内国株）,1000,貸借銘柄
2112,塩水糖,市場第一部（内国株）,100,貸借銘柄
2114,フジ日本,市場第二部（内国株）,100,制度信用銘柄
2117,日新製糖,市場第一部（内国株）,100,貸借銘柄
2120,ネクスト,市場第一部（内国株）,100,制度信用銘柄
2121,Ｍ－ミクシィ,マザーズ（内国株）,100,貸借銘柄
2122,Ｍ－Ｉスペース,マザーズ（内国株）,100,制度信用銘柄
2124,ＪＡＣ,市場第一部（内国株）,100,制度信用銘柄
2127,日本Ｍ＆Ａ,市場第一部（内国株）,100,貸借銘柄
2128,ノバレーゼ,市場第一部（内国株）,100,貸借銘柄
2131,アコーディア,市場第一部（内国株）,100,貸借銘柄
2132,アイレップ,市場第二部（内国株）,100,貸借銘柄
2134,Ｊ－サンキャピタル,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2136,Ｊ－ヒップ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2138,Ｊ－クルーズ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2139,中広,市場第一部（内国株）,100,制度信用銘柄
2144,Ｊ－やまねメディカル,JASDAQグロース（内国株式）,100,制度信用銘柄
2145,Ｊ－データリンクス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2146,Ｊ－ＵＴ　ＧＲＯＵＰ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2148,Ｍ－ＩＴＭ,マザーズ（内国株）,100,制度信用銘柄
2150,Ｍ－ケアネット,マザーズ（内国株）,100,制度信用銘柄
2151,タケエイ,市場第一部（内国株）,100,制度信用銘柄
2152,Ｊ－幼児活動研究会,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2153,イージェイＨＤ,市場第二部（内国株）,100,制度信用銘柄
2154,トラスト・テック,市場第一部（内国株）,100,制度信用銘柄
2156,Ｊ－セーラー広告,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2157,Ｊ－コシダカＨＤ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2158,Ｍ－ＵＢＩＣ,マザーズ（内国株）,100,制度信用銘柄
2159,Ｍ－ＦＳ,マザーズ（内国株）,100,制度信用銘柄
2160,Ｍ－ＧＮＩ,マザーズ（内国株）,1000,制度信用銘柄
2162,Ｊ－ｎｍｓ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2163,Ｊ－アルトナー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2164,Ｊ－地域新聞社,JASDAQグロース（内国株式）,100,制度信用銘柄
2168,パソナ,市場第一部（内国株）,100,貸借銘柄
2169,ＣＤＳ,市場第一部（内国株）,100,貸借銘柄
2170,ＬＩＮＫ＆Ｍ,市場第一部（内国株）,100,貸借銘柄
2173,Ｊ－博展,JASDAQグロース（内国株式）,100,貸借銘柄
2174,ＧＣＡ,市場第一部（内国株）,100,貸借銘柄
2175,ＳＭＳ,市場第一部（内国株）,100,制度信用銘柄
2176,Ｊ－イナリサーチ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2178,Ｍ－トライＳＴＧ,マザーズ（内国株）,100,制度信用銘柄
2179,Ｊ－成学社,JASDAQスタンダード（内国株式）,100,貸借銘柄
2180,Ｊ－サニーサイド,JASDAQグロース（内国株式）,100,制度信用銘柄
2181,テンプＨＤ,市場第一部（内国株）,100,貸借銘柄
2183,リニカル,市場第一部（内国株）,100,制度信用銘柄
2185,Ｊ－シイエム・シイ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2186,Ｊ－ソーバル,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2191,Ｊ－テラ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2193,ＣＯＯＫＰＡＤ,市場第一部（内国株）,100,貸借銘柄
2195,Ｊ－アミタＨＤ,JASDAQグロース（内国株式）,100,制度信用銘柄
2196,エスクリ,市場第一部（内国株）,100,制度信用銘柄
2198,アイ・ケイ・ケイ,市場第一部（内国株）,100,貸借銘柄
2201,森永菓,市場第一部（内国株）,1000,貸借銘柄
2204,中村屋,市場第一部（内国株）,1000,貸借銘柄
2206,グリコ,市場第一部（内国株）,100,貸借銘柄
2207,名糖産,市場第一部（内国株）,100,制度信用銘柄
2208,ブルボン,市場第二部（内国株）,100,制度信用銘柄
2209,井村屋Ｇ,市場第二部（内国株）,1000,制度信用銘柄
2211,不二家,市場第一部（内国株）,1000,貸借銘柄
2212,山崎パン,市場第一部（内国株）,1000,貸借銘柄
2215,第一パン,市場第一部（内国株）,1000,貸借銘柄
2216,カンロ,市場第二部（内国株）,1000,制度信用銘柄
2217,モロゾフ,市場第一部（内国株）,1000,貸借銘柄
2220,亀田菓,市場第一部（内国株）,100,貸借銘柄
2221,Ｊ－岩塚製菓,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2222,寿スピリッツ,市場第一部（内国株）,100,貸借銘柄
2224,Ｊ－コモ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2226,Ｊ－フレンテ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2228,Ｊ－シベール,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2229,カルビー,市場第一部（内国株）,100,貸借銘柄
2264,森永乳,市場第一部（内国株）,1000,貸借銘柄
2266,六甲バター,市場第一部（内国株）,100,貸借銘柄
2267,ヤクルト,市場第一部（内国株）,100,貸借銘柄
2268,Ｊ－サーティワン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2269,明治ＨＤ,市場第一部（内国株）,100,貸借銘柄
2270,雪印メグ,市場第一部（内国株）,100,貸借銘柄
2281,プリマハム,市場第一部（内国株）,1000,貸借銘柄
2282,日ハム,市場第一部（内国株）,1000,貸借銘柄
2284,伊藤ハム,市場第一部（内国株）,1000,貸借銘柄
2286,林兼産,市場第一部（内国株）,1000,貸借銘柄
2288,丸大食,市場第一部（内国株）,1000,貸借銘柄
2290,米久,市場第一部（内国株）,100,貸借銘柄
2291,福留ハム,市場第二部（内国株）,1000,制度信用銘柄
2292,Ｓ　ＦＯＯＤＳ,市場第一部（内国株）,100,貸借銘柄
2293,Ｊ－滝沢ハム,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
2294,Ｊ－柿安本店,JASDAQスタンダード（内国株式）,100,貸借銘柄
2300,Ｊ－きょくと,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2301,学情,市場第一部（内国株）,100,貸借銘柄
2303,Ｊ－ドーン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2304,Ｊ－ＣＳＳＨＤ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2305,スタジオアリス,市場第一部（内国株）,100,貸借銘柄
2307,Ｊ－クロスキャット,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2309,シミックＨＤ,市場第一部（内国株）,100,貸借銘柄
2311,Ｊ－エプコ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2315,Ｊ－ＳＪＩ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2317,システナ,市場第一部（内国株）,100,貸借銘柄
2321,Ｊ－ソフトフロント,JASDAQグロース（内国株式）,100,制度信用銘柄
2323,Ｊ－ｆｏｎｆｕｎ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2325,ＮＪＳ,市場第一部（内国株）,100,貸借銘柄
2326,デジアーツ,市場第一部（内国株）,100,貸借銘柄
2327,ＮＳＳＯＬ,市場第一部（内国株）,100,貸借銘柄
2329,Ｊ－東北新社,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2330,Ｊ－フォーサイド,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2331,ＡＬＳＯＫ,市場第一部（内国株）,100,貸借銘柄
2332,Ｊ－クエスト,JASDAQスタンダード（内国株式）,100,貸借銘柄
2335,キューブシステム,市場第一部（内国株）,100,貸借銘柄
2337,いちご,市場第一部（内国株）,100,貸借銘柄
2338,ファステップス,市場第二部（内国株）,100,制度信用銘柄
2340,Ｊ－極楽湯,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2341,Ｊ－アルバイトタイ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2342,Ｍ－トランスＧ,マザーズ（内国株）,100,制度信用銘柄
2344,Ｊ－平安レイ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2345,システクアイ,市場第二部（内国株）,100,制度信用銘柄
2349,Ｊ－エヌアイデイ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2351,Ｍ－ＡＳＪ,マザーズ（内国株）,100,制度信用銘柄
2352,Ｍ－エイジア,マザーズ（内国株）,100,制度信用銘柄
2353,日駐,市場第一部（内国株）,100,制度信用銘柄
2354,安川情報,市場第二部（内国株）,100,制度信用銘柄
2359,コア,市場第一部（内国株）,100,貸借銘柄
2362,Ｊ－夢真ＨＤ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2369,Ｍ－メディビ,マザーズ（内国株）,100,制度信用銘柄
2370,Ｍ－ＭＤＮＴ,マザーズ（内国株）,100,制度信用銘柄
2371,カカクコム,市場第一部（内国株）,100,貸借銘柄
2372,アイロムＧ,市場第一部（内国株）,100,貸借銘柄
2373,Ｊ－ケア２１,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2374,Ｊ－セントケアＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2375,スリープロ,市場第二部（内国株）,100,制度信用銘柄
2376,サイネックス,市場第二部（内国株）,100,制度信用銘柄
2378,ルネサンス,市場第一部（内国株）,100,貸借銘柄
2379,ディップ,市場第一部（内国株）,100,貸借銘柄
2384,ＳＢＳＨＤ,市場第一部（内国株）,100,貸借銘柄
2385,Ｍ－総医研,マザーズ（内国株）,100,制度信用銘柄
2388,Ｊ－ウェッジＨＤ,JASDAQグロース（内国株式）,100,制度信用銘柄
2389,オプトホールディング,市場第一部（内国株）,100,貸借銘柄
2391,Ｊ－プラネット,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2393,日本ケア,市場第二部（内国株）,100,制度信用銘柄
2395,新日科学,市場第一部（内国株）,100,貸借銘柄
2397,ＤＮＡチップ研,市場第二部（内国株）,100,制度信用銘柄
2398,ツクイ,市場第一部（内国株）,100,貸借銘柄
2400,Ｊ－メッセージ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2402,Ｍ－アマナ,マザーズ（内国株）,100,貸借銘柄
2404,鉄人化計画,市場第二部（内国株）,100,貸借銘柄
2405,ＦＪＫ,市場第二部（内国株）,100,貸借銘柄
2406,Ｊ－アルテＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2408,Ｊ－ＫＧ情報,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2410,キャリアＤＣ,市場第一部（内国株）,100,貸借銘柄
2411,Ｊ－ゲンダイＡＧ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2412,ベネ・ワン,市場第二部（内国株）,100,貸借銘柄
2413,エムスリー,市場第一部（内国株）,100,貸借銘柄
2415,Ｊ－ヒューマンＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2417,ツヴァイ,市場第二部（内国株）,100,制度信用銘柄
2418,ツカダグローバルＨＤ,市場第一部（内国株）,100,貸借銘柄
2425,Ｊ－ケアサービス,JASDAQグロース（内国株式）,100,制度信用銘柄
2427,アウトソシング,市場第一部（内国株）,100,貸借銘柄
2428,ウェルネット,市場第一部（内国株）,100,貸借銘柄
2429,Ｊ－ワールドＨＤ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2432,ディーエヌエー,市場第一部（内国株）,100,貸借銘柄
2433,博報堂ＤＹ,市場第一部（内国株）,100,貸借銘柄
2435,Ｊ－シダー,JASDAQスタンダード（内国株式）,100,貸借銘柄
2436,Ｊ－共同ＰＲ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2437,Ｊ－シンワアート,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2438,Ｍ－アスカネット,マザーズ（内国株）,100,制度信用銘柄
2440,ぐるなび,市場第一部（内国株）,100,貸借銘柄
2445,ＳＲＧタカミヤ,市場第一部（内国株）,100,制度信用銘柄
2449,Ｊ－プラップＪ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2450,一休,市場第一部（内国株）,100,非制度信用銘柄
2453,ＪＢＲ,市場第一部（内国株）,100,貸借銘柄
2454,Ｊ－オールアバウト,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2458,Ｊ－夢テクノロジー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2459,Ｍ－アウン,マザーズ（内国株）,100,制度信用銘柄
2461,ファンコミ,市場第一部（内国株）,100,貸借銘柄
2462,ジェイコムＨＤ,市場第一部（内国株）,100,貸借銘柄
2464,Ｍ－ＢＢＴ,マザーズ（内国株）,100,制度信用銘柄
2468,Ｍ－フュトレック,マザーズ（内国株）,100,貸借銘柄
2469,Ｊ－ヒビノ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2471,Ｊ－エスプール,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2475,ＷＤＢ,市場第一部（内国株）,100,制度信用銘柄
2477,Ｍ－比較,マザーズ（内国株）,100,制度信用銘柄
2479,Ｊ－ジェイテック,JASDAQグロース（内国株式）,100,制度信用銘柄
2480,Ｊ－シスロケ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2481,Ｊ－タウンニュース,JASDAQスタンダード（内国株式）,100,貸借銘柄
2483,Ｊ－翻訳センター,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2484,Ｊ－夢の街創造委員会,JASDAQスタンダード（内国株式）,100,貸借銘柄
2485,ティア,市場第一部（内国株）,100,貸借銘柄
2487,Ｊ－ＣＤＧ,JASDAQスタンダード（内国株式）,100,貸借銘柄
2488,Ｊ－日本サード,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2489,Ｍ－ＡＤＷＡＹＳ,マザーズ（内国株）,100,制度信用銘柄
2491,Ｖコマース,市場第一部（内国株）,100,貸借銘柄
2492,インフォマート,市場第一部（内国株）,100,貸借銘柄
2493,Ｊ－イーサポート,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2497,Ｍ－ＵＮＩＴＥＤ,マザーズ（内国株）,100,貸借銘柄
2498,Ｊ－ＡＣＫＧ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
2499,日本和装,市場第二部（内国株）,100,制度信用銘柄
2501,サッポロＨＤ,市場第一部（内国株）,1000,貸借銘柄
2502,アサヒ,市場第一部（内国株）,100,貸借銘柄
2503,キリンＨＤ,市場第一部（内国株）,100,貸借銘柄
2531,宝ＨＬＤ,市場第一部（内国株）,100,貸借銘柄
2533,オエノンＨＤ,市場第一部（内国株）,1000,貸借銘柄
2538,ＪＦＬＡ,市場第二部（内国株）,1000,貸借銘柄
2540,養命酒,市場第一部（内国株）,100,制度信用銘柄
2573,北海コカ,市場第二部（内国株）,1000,制度信用銘柄
2579,コカウエスト,市場第一部（内国株）,100,貸借銘柄
2580,コカ・コーラＥＪ,市場第一部（内国株）,100,貸借銘柄
2586,Ｍ－フルッタフルッタ,マザーズ（内国株）,100,制度信用銘柄
